Unnamed: 0,belongs_to_collection,budget,genres,homepage,movieId,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,return,rating
7725,"{'id': 1241, 'name': 'Harry Potter Collection', 'poster_path': '/8Xmkc1HvCOpMlbFvVabrtr6HAsp.jpg', 'backdrop_path': '/wfnMt6LGqYHcNyOfsuusw5lX3bL.jpg'}",130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",,673,en,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",28.460276,http://image.tmdb.org/t/p/w185//jUFjMoLh8T2CWzHUSjKCojI5SHu.jpg,"[{'name': '1492 Pictures', 'id': 436}, {'name': 'Heyday films', 'id': 437}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",5/31/2004,789804554,141,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Something wicked this way comes.,Harry Potter and the Prisoner of Azkaban,FALSE,7.7,6037,2004,6.075419646,2.704268293
7728,"{'id': 2794, 'name': 'The Chronicles of Riddick Collection', 'poster_path': '/4R2zrqk9KzgxU9UDH3yUUsENXR.jpg', 'backdrop_path': '/xb5zyHecWA7UACdiNPXDA3m5HSY.jpg'}",105000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,2789,en,"After years of outrunning ruthless bounty hunters, escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now, waging incredible battles on fantastic and deadly worlds, this lone, reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.",5.060352,http://image.tmdb.org/t/p/w185//hVAfGskQdktDwYTqrT7wY1f2M4y.jpg,"[{'name': 'One Race Films', 'id': 7154}, {'name': 'Radar Pictures', 'id': 14718}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/11/2004,115772733,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All the power in the universe can't change destiny,The Chronicles of Riddick,FALSE,6.3,1593,2004,1.102597457,3.109375
7772,,800000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,831,en,"Aliens have landed and are hiding on Earth, but need Earth’s scientists to help them fight an inter-planetary war.",3.187177,http://image.tmdb.org/t/p/w185//dNNZSjrWWwgllcYtQCeo0M5FPdp.jpg,"[{'name': 'Universal International Pictures (UI)', 'id': 10330}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/1/1955,,87,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,This Island Earth,FALSE,5.6,49,1955,,3.5
7791,,,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",,662,fr,"Time travel, still images, a past, present and future and the aftermath of World War III. The tale of a man, a slave, sent back and forth, in and out of time, to find a solution to the world’s fate. To replenish its decreasing stocks of food, medicine and energies, and in doing so, resulting in a perpetual memory of a lone female, life, death and past events that are recreated on an airport’s viewing pier.",7.282665,http://image.tmdb.org/t/p/w185//2woVot4i5Yo8RYyfnSgdhH7WEQZ.jpg,"[{'name': 'Janus Films', 'id': 533}, {'name': 'Argos Films', 'id': 6116}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2/16/1962,,28,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,La Jetée,FALSE,7.9,165,1962,,3.209821429
7823,,,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,3019,en,"Based on the story by Robert Louis Stevenson, Dr. Henry Jekyll believes that there are two distinct sides to men - a good and an evil side. He believes that by separating the two man can become liberated. He succeeds in his experiments with chemicals to accomplish this and transforms into Hyde to commit horrendous crimes. When he discontinues use of the drug it is already too late...",4.749049,http://image.tmdb.org/t/p/w185//4JBPHhuK9su6C6Cjz4e6eXD5ZrI.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/31/1931,,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Put yourself in her place! The dreaded night when her lover became a madman!,Dr. Jekyll and Mr. Hyde,FALSE,7.3,56,1931,,3.816860465
7852,,,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",,8991,en,"A quaint Australian fishing village is overcome by meteorites that turn its residents into the ravenous undead, leaving a small group of those unharmed to find a way out.",2.764816,http://image.tmdb.org/t/p/w185//aetwltXGUxQh5pqTFJLwEPQt2J9.jpg,"[{'name': 'Spierigfilm', 'id': 55250}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",9/4/2003,,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Undead,FALSE,5.5,57,2003,,2.5
7888,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",,3484,en,Boris Karloff stars as the villainous Dr. Fu Manchu in a race with a team of Englishmen to find the tomb of Ghengis Khan. Fu Manchu wants to use the relics to cause an uprising in the East to wipe out the white race.,1.151116,http://image.tmdb.org/t/p/w185//yOduAFTECNry4pOYyJaDPET7IeW.jpg,"[{'name': 'Cosmopolitan Productions', 'id': 1442}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/5/1932,,68,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Mask of Fu Manchu,FALSE,5.2,15,1932,,2.671296296
7909,"{'id': 556, 'name': 'Spider-Man Collection', 'poster_path': '/aNknE3vw8QC5gDHBRYpOz9gzuPc.jpg', 'backdrop_path': '/waZqriYTuBE3WqXI3SDGi3kfDQE.jpg'}",200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",http://www.sonypictures.com/movies/spider-man2/,558,en,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",10.834506,http://image.tmdb.org/t/p/w185//qtBFrsEQ4oXW8sKvRxkKnYuPLg.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Laura Ziskin Productions', 'id': 326}, {'name': 'Marvel Enterprises', 'id': 19551}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/25/2004,783766341,127,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,There's a hero in all of us.,Spider-Man 2,FALSE,6.7,4432,2004,3.918831705,2.773333333
7917,,120000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,2048,en,"In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",14.43075,http://image.tmdb.org/t/p/w185//2mkFzf168xJrV6Leqq0bjqOlJCK.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Laurence Mark Productions', 'id': 415}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Overbrook Entertainment', 'id': 12485}, {'name': 'Mediastream Vierte Film GmbH & Co. Vermarktungs KG', 'id': 19354}, {'name': 'Canlaws Productions', 'id': 19355}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",7/15/2004,347234916,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Laws are made to be broken.,"I, Robot",FALSE,6.7,3889,2004,2.8936243,3.582089552
7960,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",,47615,en,"Orgy of the Dead is an unrated 1965 film directed by Stephen C. Apostolof under the alias A. C. Stephen. The screenplay was adapted by cult film director Edward D. Wood, Jr from his own novel. It is a combination of horror and erotica, and is something of a transition for Wood, who began as a horror writer and later began writing pornography.",0.99861,http://image.tmdb.org/t/p/w185//dPhpkpk9C48h0u3txgn8aoYSMI1.jpg,"[{'name': 'Astral Productions', 'id': 60681}, {'name': 'Atomic Productions Inc.', 'id': 77318}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/1965,,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Masterpiece of Erotic Horror!,Orgy of the Dead,FALSE,3.2,10,1965,,4
8073,,7500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,2577,en,"A futuristic 'Brief Encounter', a love story in which the romance is doomed by genetic incompatibility.",6.101401,http://image.tmdb.org/t/p/w185//lOEo7iG0FV6mxpvl8IQoSvsGSC3.jpg,"[{'name': 'BBC Films', 'id': 288}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",9/2/2003,,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How do you solve a crime when the last thing you want to know is the truth?,Code 46,FALSE,6.2,116,2003,,3.366666667
8083,"{'id': 115762, 'name': 'AVP Collection', 'poster_path': '/zrApSsUX9i0qVntcCD0Pp55TdCy.jpg', 'backdrop_path': '/c5ccDw4lcTUnYGdCxc2yEl8PjTk.jpg'}",70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",http://www.avp-movie.com/,395,en,"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",12.636205,http://image.tmdb.org/t/p/w185//9xzRKUBIqLwhhOYtcE7P1BbWXP9.jpg,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Stillking Films', 'id': 11345}, {'name': 'Brandywine Productions', 'id': 19747}, {'name': 'Lonlink Productions', 'id': 19828}, {'name': 'Kut Productions', 'id': 19829}, {'name': 'Inside Track Films', 'id': 19834}, {'name': 'Charenton Productions Limited', 'id': 19835}, {'name': 'Revolution Sun Studios', 'id': 76043}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",8/12/2004,171183863,101,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Whoever wins... We lose,AVP: Alien vs. Predator,FALSE,5.6,1241,2004,2.445483757,3.25
8095,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",,65596,en,"A NASA spacecraft proves Einstein right when, travelling faster than light, it ends up near King Arthur's Camelot. On board are big-hearted Tom Trimble and Hermes, the look-alike robot he built. Tom immediately makes friends with pretty Alisande and enemies with the awful knight Sir Nordred. It seems Nordred is out to oust Arthur, while Alisande's father is not the goose she believes him to be but is also a victim of Nordred's schemes. It's as well the Americans have arrived.",0.867064,http://image.tmdb.org/t/p/w185//w5zsYEhAa5wL4rQ1jEHAHU0mOzL.jpg,"[{'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/10/1979,,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Chaos in the Cosmos!,The Spaceman and King Arthur,FALSE,5.1,7,1979,,3.4375
8118,,,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,124,pl,"Taking place in a 1982 Poland a translator loses her husband and becomes a victim of her own sorrow. She looks to sex, to her son, to law, and to hypnotism when she has nothing else in this time of martial law when Solidarity was banned.",3.256676,http://image.tmdb.org/t/p/w185//f92Uj97MT2DXVQBYU5J9ope74Mc.jpg,"[{'name': 'P.P. Film Polski', 'id': 1587}]","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",6/17/1985,,109,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,No End,FALSE,7,5,1985,,2.642857143
8134,"{'id': 17255, 'name': 'Resident Evil Collection', 'poster_path': '/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg', 'backdrop_path': '/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg'}",45000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,1577,en,"As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.",7.850797,http://image.tmdb.org/t/p/w185//iSuDk6sbkbjnLfB5rftMlyiJfh4.jpg,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Constantin Film Ltd.', 'id': 53530}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",9/10/2004,129394835,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You're all going to die.,Resident Evil: Apocalypse,FALSE,6.1,1286,2004,2.875440778,3.333333333
8138,,70000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",http://www.skycaptain.com/,5137,en,"When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots.",9.64113,http://image.tmdb.org/t/p/w185//7tO8s7n6Hga2y0NIUT0aoGQelPG.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Natural Nylon Entertainment', 'id': 804}, {'name': 'Riff Raff Film Productions', 'id': 1668}, {'name': 'Filmauro', 'id': 4753}, {'name': 'Blue Flower Productions', 'id': 10671}, {'name': 'Brooklyn Films II', 'id': 10672}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9/17/2004,57958696,107,"[{'iso_639_1': 'bo', 'name': ''}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Who will save us?,Sky Captain and the World of Tomorrow,FALSE,5.7,445,2004,0.827981371,3.638888889
8151,"{'id': 263866, 'name': ""Nuke 'Em High Collection"", 'poster_path': '/eI4x4Sv2C4Et7Be2RCZY7EpNk0H.jpg', 'backdrop_path': None}",,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,26230,en,"The class of nuke 'em high is back, and this time they're in college! Tromaville's nuclear factory has been rebuilt and now includes the Tromaville institute of technology. Located inside the nuclear plant, Tromaville Tech is where Prof. Holt has perfected Sub-humanoids.... Living beings without emotions, who have been genetically programmed to perform menial tasks. When school reporter Roger Smit",1.263475,http://image.tmdb.org/t/p/w185//44mhArPirkssgA0wC1y4PYy6HU8.jpg,"[{'name': 'Troma Entertainment', 'id': 3052}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/1991,,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Class of Nuke 'Em High 2: Subhumanoid Meltdown,FALSE,4.9,14,1991,,2.5
8217,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",,2319,en,"Ryan is a teenager who lacks the ability to speak. One day, Ryan falls off a bridge and he finds himself transported to a strange fantasy world where he encounters his Grandpa Randolph (Armin Mueller-Stahl) and a pretty girl named Melanie (Hayden Panettiere); together, Ryan and Melanie learn to help one another with their problems, and they both discover the wisdom they can gain from elders like Grandpa Randolph.",1.437667,http://image.tmdb.org/t/p/w185//eOAQWRocI6Hiv8fSJhW5yXbqwK2.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/2004,,99,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Dust Factory,FALSE,4.5,8,2004,,2
8238,,165000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,5255,en,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",14.27536,http://image.tmdb.org/t/p/w185//2NETsNUxcfBdKtq3W5YbT9O03Ak.jpg,"[{'name': 'Golden Mean', 'id': 1867}, {'name': 'Playtone', 'id': 4171}, {'name': 'ImageMovers', 'id': 11395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/10/2004,305875730,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This holiday season... believe.,The Polar Express,FALSE,6.4,1524,2004,1.853792303,2.48
8276,,,"[{'id': 878, 'name': 'Science Fiction'}]",,25952,en,"A team of American astronauts leave their space station on the first mission to Mars, but the captain's religious beliefs may get in the way.",3.941502,http://image.tmdb.org/t/p/w185//kL43ydh8W2GqYJWFvui8O2LDOcg.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/20/1955,,81,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,See how it will happen - in your lifetime!,Conquest of Space,FALSE,5,8,1955,,3.625
8294,,,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,3016,en,Dr. Jekyll and Mr. Hyde is a 1920 horror silent film based upon Robert Louis Stevenson's novella The Strange Case of Dr Jekyll and Mr Hyde and starring actor John Barrymore.,1.562169,http://image.tmdb.org/t/p/w185//ICvzVy6kAaB24oRTGy27bzFdF2.jpg,"[{'name': 'Famous Players-Lasky Corporation', 'id': 29729}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/18/1920,,67,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The world's greatest actor in a tremendous story of man at his best and worst!,Dr. Jekyll and Mr. Hyde,FALSE,6.8,26,1920,,3.240310078
8295,,,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,2972,de,"In the 16th century, the Jews of Prague face persecution. Rabbi Loew creates a giant golem out of clay, to protect the people. This film should not be confused with  director Paul Wegener's  with Henrik Galeen 1915 mostly lost film The Golem (Der Golem) which was his  first film to explore the myth.",1.52413,http://image.tmdb.org/t/p/w185//gzXqhVnd3RfroaSm0btYN0lrVTt.jpg,"[{'name': 'Projektions A-G Union (PAGU)', 'id': 12973}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",10/28/1920,,85,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,The 1920 Horror Masterpiece,The Golem: How He Came Into the World,FALSE,7,29,1920,,4.071428571
8307,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",,992,en,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",5.858328,http://image.tmdb.org/t/p/w185//1G9r3rqtbFAQuyWKOZm4Y5J5s7Q.jpg,"[{'name': 'Metro Pictures', 'id': 70279}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/21/1924,,49,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Every inch of footage holds such a laugh!,"Sherlock, Jr.",FALSE,8.1,134,1924,,2.15
8324,,,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,626,fr,Un Chien Andalou is a classic European avant-garde surrealist film from the cooperation of Director Luis Buñuel and Salvador Dali. The film changed the way people made movies. Most famous is the scene of a woman’s eye being cut with a knife.,6.051472,http://image.tmdb.org/t/p/w185//pSkFYEvz6gpy1LExdXe27y2X0FD.jpg,"[{'name': 'Luis Buñuel', 'id': 85822}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",6/5/1929,,16,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,"Luis Buñuel and Salvador Dalí present seventeen minutes of bizarre, surreal imagery.",Un chien andalou,FALSE,7.5,256,1929,,2.92
8343,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,3031,en,"An obsessed scientist conducts profane experiments in evolution, eventually establishing himself as the self-styled demigod to a race of mutated, half-human abominations.",13.466333,http://image.tmdb.org/t/p/w185//hRuzYPzmYB78ASamMP7vsTO0zhd.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/1/1932,,70,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,TERROR! Stalked the Brush-Choked Island...Where Men Who Were Animals Sought the Girl Who Was All-Human!,Island of Lost Souls,FALSE,7,56,1932,,2.125
8387,,,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",,3084,en,"The Earnshaws are Yorkshire farmers during the early 19th Century. One day, Mr. Earnshaw returns from a trip to the city, bringing with him a ragged little boy called Heathcliff. Earnshaw's son, Hindley, resents the child, but Heathcliff becomes companion and soulmate to Hindley's sister, Catherine. After her parents die, Cathy and Heathcliff grow up wild and free on the Moors and despite the continued enmity between Hindley and Heathcliff they're happy -- until Cathy meets Edgar Linton, the son of a wealthy neighbor.",11.474476,http://image.tmdb.org/t/p/w185//gBPsMcU13ixXPDF1Dk1wyBCRRWT.jpg,"[{'name': 'Samuel Goldwyn Company, The', 'id': 28205}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/13/1939,,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,SINISTER SHADOWS & BURNING LOVE,Wuthering Heights,FALSE,7.4,56,1939,,2.166666667
8466,"{'id': 84923, 'name': 'The Orphic Trilogy', 'poster_path': '/uyQvmtIsVenjeDtOYGAtPlxvZpc.jpg', 'backdrop_path': None}",,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",,4558,fr,"At the Café des Poètes in Paris, a fight breaks out between the poet Orphée (Jean Marais) and a group of resentful upstarts. A rival poet, Cègeste (Edouard Dermit), is killed, and a mysterious princess (María Casares) insists on taking Orpheus and the body away in her Rolls-Royce. Orphée soon finds himself in the underworld, where the Princess announces that she is, in fact, Death. Orpheus escapes in the car back to the land of the living, only to become obsessed with the car radio.  This film is the central part of Cocteau's Orphic Trilogy, which consists of The Blood of a Poet (1930), Orpheus (1950) and Testament of Orpheus (1960).",5.017839,http://image.tmdb.org/t/p/w185//1bjJaY0LakXwnUwEuWD5tw8CTui.jpg,"[{'name': 'Films du Palais Royal', 'id': 33449}, {'name': 'Andre Paulve Film', 'id': 47820}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",9/29/1950,,95,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Orpheus,FALSE,8,46,1950,,2.817567568
8483,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,3023,en,"Abbott &amp; Costello are two bumbling (naturally) American cops, on exchange in London, hunting for Mr. Hyde, the monster that has been terrorizing the city.",4.004759,http://image.tmdb.org/t/p/w185//vM6j2UoZzus24kc7eCVvEvyV4yr.jpg,"[{'name': 'Universal International Pictures (UI)', 'id': 10330}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/1/1953,,76,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All New ! All Wild ! All Fun !,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,FALSE,6.7,23,1953,,2
8582,,1200000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",,7348,en,"Stranded on Mars with only a monkey as a companion, an astronaut must figure out how to find oxygen, water, and food on the lifeless planet.",2.003358,http://image.tmdb.org/t/p/w185//s7jn0FJCuIT7WONeOTBwldXhtFL.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Aubrey Schenck Productions', 'id': 1347}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/1/1964,,110,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One U.S. astronaut pitted against all the odds beyond this earth!,Robinson Crusoe on Mars,FALSE,6.5,44,1964,,3.432432432
8603,,1377800,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}]",,2661,en,The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,8.991532,http://image.tmdb.org/t/p/w185//udDVJXtAFsQ8DimrXkVFqy4DGEQ.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'DC Comics', 'id': 429}, {'name': 'William Dozier Productions', 'id': 1188}, {'name': 'Greenlawn Productions', 'id': 1189}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/30/1966,,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He's Here Big As Life In A Real Bat-Epic,Batman,FALSE,6.1,209,1966,,3.431818182
8611,,,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,2097,ja,"An expedition in the South Pacific lands on a tropical island where the natives worship the mysterious deity Gappa. An earthquake opens up an underground cavern and a baby reptile is discovered inside. The natives warn the foreigners to leave the hatching alone, but they don't listen and take it back to a zoo in Japan. Soon after, moma and papa Gappa start smashing Tokyo looking for their kidnapped child.",1.885219,http://image.tmdb.org/t/p/w185//vr2hK8kAMWlymSrOGYin4qhQLAP.jpg,"[{'name': 'Nikkatsu', 'id': 955}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",4/1/1967,,90,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,"Gappa, the Triphibian Monster",FALSE,3.9,6,1967,,3.490566038
